"Symbol","Scientific.Name","Common.Name","BPS_MODEL","SWOPAG","Blue.Book.Plant.Association","P.A.Blue.Book.PAG.Name","Plant.Association","PAG.Name"
"POPUL","Populus","Cottonwood","11590_27_33",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_27_33",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11590_27_33",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_27_33",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11590_27_33",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11590_27_33",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_28",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_28",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11590_28",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_28",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11590_28",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11590_28",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_29",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_29",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11590_29",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_29",NA,NA,NA,NA,NA
"CRRI","Crataegus rivularis","River hawthorn","11590_29",NA,NA,NA,NA,NA
"EQAR","Equisetum arvense","Field horsetail","11590_29",NA,NA,NA,NA,NA
"POBAT","Populus balsamifera ssp. trichocarpa","Black cottonwood","11590_29",NA,NA,NA,NA,NA
"BEOC2","Betula occidentalis","Water birch","11590_29",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_8_9",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_8_9",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11590_8_9",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_8_9",NA,NA,NA,NA,NA
"CRAET","","","11590_8_9",NA,NA,NA,NA,NA
"BEOC2","Betula occidentalis","Water birch","11590_8_9",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_10_19",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11600_10_19",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_10_19",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11600_10_19",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11600_10_19",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11600_12_17",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_12_17",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11600_12_17",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_12_17",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11600_12_17",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11600_12_17",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11600_15_28",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_15_28",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11600_15_28",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_15_28",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11600_15_28",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11600_15_28",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11600_16",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_16",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11600_16",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_16",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11600_16",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11600_16",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11600_18",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_18",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11600_18",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_18",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11600_18",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11600_18",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_20_29",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_20_29",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","11600_20_29",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","11600_20_29",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11600_20_29",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","11600_20_29",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11600_20_29",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11600_20_29",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_21",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_21",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11600_23",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_23",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11600_23",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_23",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11600_23",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11600_23",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11600_8_9",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11600_8_9",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11600_8_9",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11600_8_9",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11600_8_9",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","11610_21",NA,NA,NA,NA,NA
"THPL","Thuja plicata","Western red cedar","11610_21",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","11610_9_10_19",NA,NA,NA,NA,NA
"THPL","Thuja plicata","Western red cedar","11610_9_10_19",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","11620_20",NA,NA,NA,NA,NA
"SALU2","Salix lutea","Yellow willow","11620_20",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11620_20",NA,NA,NA,NA,NA
"SAAM2","Salix amygdaloides","Peachleaf willow","11620_20",NA,NA,NA,NA,NA
"CORNU","Cornus","Dogwood","11620_20",NA,NA,NA,NA,NA
"ROSA5","Rosa","Rose","11620_20",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11620_20",NA,NA,NA,NA,NA
"ARCA13","Artemisia cana","Silver sagebrush","11620_20",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","11620_22",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11620_22",NA,NA,NA,NA,NA
"RHTR","Rhus trilobata","Skunkbush sumac","11620_22",NA,NA,NA,NA,NA
"ERNA10","Ericameria nauseosa","Rubber rabbitbrush","11620_22",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11620_22",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","11620_27_33",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11620_27_33",NA,NA,NA,NA,NA
"PAVI2","Panicum virgatum","Switchgrass","11620_27_33",NA,NA,NA,NA,NA
"ELCA4","Elymus canadensis","Canada wildrye","11620_27_33",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","11620_29_30",NA,NA,NA,NA,NA
"SALU2","Salix lutea","Yellow willow","11620_29_30",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11620_29_30",NA,NA,NA,NA,NA
"SAAM2","Salix amygdaloides","Peachleaf willow","11620_29_30",NA,NA,NA,NA,NA
"CORNU","Cornus","Dogwood","11620_29_30",NA,NA,NA,NA,NA
"ROSA5","Rosa","Rose","11620_29_30",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","11620_29_30",NA,NA,NA,NA,NA
"ARCA13","Artemisia cana","Silver sagebrush","11620_29_30",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","11620_31_39_40",NA,NA,NA,NA,NA
"SALU2","Salix lutea","Yellow willow","11620_31_39_40",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11620_31_39_40",NA,NA,NA,NA,NA
"SAAM2","Salix amygdaloides","Peachleaf willow","11620_31_39_40",NA,NA,NA,NA,NA
"CORNU","Cornus","Dogwood","11620_31_39_40",NA,NA,NA,NA,NA
"ROSA5","Rosa","Rose","11620_31_39_40",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","11620_31_39_40",NA,NA,NA,NA,NA
"ARCA13","Artemisia cana","Silver sagebrush","11620_31_39_40",NA,NA,NA,NA,NA
"CAIL2","Carya illinoinensis","Pecan","11620_32_35",NA,NA,NA,NA,NA
"ULCR","Ulmus crassifolia","Cedar elm","11620_32_35",NA,NA,NA,NA,NA
"CELA","Celtis laevigata","Sugarberry","11620_32_35",NA,NA,NA,NA,NA
"ILDE","Ilex decidua","Possumhaw","11620_32_35",NA,NA,NA,NA,NA
"CAAM2","Callicarpa americana","American beautyberry","11620_32_35",NA,NA,NA,NA,NA
"ELVI3","Elymus virginicus","Virginia wildrye","11620_32_35",NA,NA,NA,NA,NA
"CHLA5","Chasmanthium latifolium","Indian woodoats","11620_32_35",NA,NA,NA,NA,NA
"VEVI3","Verbesina virginica","White crownbeard","11620_32_35",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","11620_34",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11620_34",NA,NA,NA,NA,NA
"PAVI2","Panicum virgatum","Switchgrass","11620_34",NA,NA,NA,NA,NA
"","","","11620_34",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","11620_38",NA,NA,NA,NA,NA
"SALU2","Salix lutea","Yellow willow","11620_38",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11620_38",NA,NA,NA,NA,NA
"SAAM2","Salix amygdaloides","Peachleaf willow","11620_38",NA,NA,NA,NA,NA
"CORNU","Cornus","Dogwood","11620_38",NA,NA,NA,NA,NA
"ROSA5","Rosa","Rose","11620_38",NA,NA,NA,NA,NA
"FRPE","Fraxinus pennsylvanica","Green ash","11620_38",NA,NA,NA,NA,NA
"ARCA13","Artemisia cana","Silver sagebrush","11620_38",NA,NA,NA,NA,NA
"ELOB2","Eleocharis obtusa","Blunt spikerush","11630_3_4_5",NA,NA,NA,NA,NA
"LIOC","Lilaeopsis occidentalis","Western grasswort","11630_3_4_5",NA,NA,NA,NA,NA
"CRAQ","Crassula aquatica","Water pygmyweed","11630_3_4_5",NA,NA,NA,NA,NA
"LIAQ","Limosella aquatica","Water mudwort","11630_3_4_5",NA,NA,NA,NA,NA
"GNPA","Gnaphalium palustre","Western marsh cudweed","11630_3_4_5",NA,NA,NA,NA,NA
"ERHY","Eragrostis hypnoides","Teal lovegrass","11630_3_4_5",NA,NA,NA,NA,NA
"LUPA","Ludwigia palustris","Marsh seedbox","11630_3_4_5",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","11650_1_7_8",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11650_1_7_8",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11650_1_7_8",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","11650_9",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","11650_9",NA,NA,NA,NA,NA
"PIFL","Pieris floribunda","Mountain fetterbush","11650_9",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11650_9",NA,NA,NA,NA,NA
"JUCO","Juncus compressus","Roundfruit rush","11650_9",NA,NA,NA,NA,NA
"JUSC","Juncus scirpoides","Needlepod rush","11650_9",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11650_9",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11650_9",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","11660_21",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","11660_21",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11660_21",NA,NA,NA,NA,NA
"SYAL","Symphoricarpos albus","Common snowberry","11660_21",NA,NA,NA,NA,NA
"SYOR","Symphoricarpos orbiculatus","Coralberry","11660_21",NA,NA,NA,NA,NA
"PHMA5","Physocarpus malvaceus","Mallow ninebark","11660_21",NA,NA,NA,NA,NA
"BERE2","Begonia reniformis","Grapeleaf begonia","11660_21",NA,NA,NA,NA,NA
"CAGE","Carex geophila","White mountain sedge","11660_21",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","11660_22",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11660_22",NA,NA,NA,NA,NA
"PHMA5","Physocarpus malvaceus","Mallow ninebark","11660_22",NA,NA,NA,NA,NA
"RIBES","Ribes","Currant","11660_22",NA,NA,NA,NA,NA
"SYAL","Symphoricarpos albus","Common snowberry","11660_22",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11660_22",NA,NA,NA,NA,NA
"PSMEG","Pseudotsuga menziesii var. glauca","Rocky Mountain Douglas-fir","11660_29",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11660_29",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11660_29",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","11660_9_10_19",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","11660_9_10_19",NA,NA,NA,NA,NA
"PIFL","Pieris floribunda","Mountain fetterbush","11660_9_10_19",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","11660_9_10_19",NA,NA,NA,NA,NA
"CAGE2","Carex geyeri","Geyer’s sedge","11660_9_10_19",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","11660_9_10_19",NA,NA,NA,NA,NA
"PHMA5","Physocarpus malvaceus","Mallow ninebark","11660_9_10_19",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11660_9_10_19",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","11662_19",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","11662_19",NA,NA,NA,NA,NA
"PIFL","Pieris floribunda","Mountain fetterbush","11662_19",NA,NA,NA,NA,NA
"ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","11662_19",NA,NA,NA,NA,NA
"JUCO","Juncus compressus","Roundfruit rush","11662_19",NA,NA,NA,NA,NA
"JUSC","Juncus scirpoides","Needlepod rush","11662_19",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11662_19",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11662_19",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","11670_1_7_9",NA,NA,NA,NA,NA
"PUTR2","Purshia tridentata","Antelope bitterbrush","11670_1_7_9",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11670_1_7_9",NA,NA,NA,NA,NA
"ARUV","Arctostaphylos uva-ursi","Kinnikinnick","11670_1_7_9",NA,NA,NA,NA,NA
"ACOC3","Achnatherum occidental","Western needlegrass","11670_1_7_9",NA,NA,NA,NA,NA
"CARO5","Carex rossii","Ross’ sedge","11670_1_7_9",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","11670_10_19",NA,NA,NA,NA,NA
"CAGE2","Carex geyeri","Geyer’s sedge","11670_10_19",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","11670_10_19",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","11670_10_19",NA,NA,NA,NA,NA
"CARO5","Carex rossii","Ross’ sedge","11670_10_19",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","11670_21",NA,NA,NA,NA,NA
"CAGE2","Carex geyeri","Geyer's sedge","11670_21",NA,NA,NA,NA,NA
"VASC","Vaccinium scoparium","Grouse whortleberry","11670_21",NA,NA,NA,NA,NA
"CARU","Calamagrostis rubescens","Pinegrass","11670_21",NA,NA,NA,NA,NA
"CARO5","Carex rossii","Ross' sedge","11670_21",NA,NA,NA,NA,NA
"PIJE","Pinus jeffreyi","Jeffrey pine","11700_2_3_7",NA,NA,NA,NA,NA
"ARVI4","Arctostaphylos viscida","Sticky whiteleaf manzanita","11700_2_3_7",NA,NA,NA,NA,NA
"CEPU","Ceanothus pumilus","Dwarf ceanothus","11700_2_3_7",NA,NA,NA,NA,NA
"FERO","Festuca roemeri","Roemer's fescue","11700_2_3_7",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11710_1",NA,NA,NA,NA,NA
"FEVI","Festuca viridula","Greenleaf fescue","11710_1",NA,NA,NA,NA,NA
"FERO","Festuca roemeri","Roemer's fescue","11710_1",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11710_7",NA,NA,NA,NA,NA
"FEVI","Festuca viridula","Greenleaf fescue","11710_7",NA,NA,NA,NA,NA
"FERO","Festuca roemeri","Roemer's fescue","11710_7",NA,NA,NA,NA,NA
"PIMO","Pinus monophylla","Singleleaf pinyon","11720_7",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","11720_7",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","11720_7",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","11730_1_7",NA,NA,NA,NA,NA
"PICO","Pinus contorta","Lodgepole pine","11730_1_7",NA,NA,NA,NA,NA
"PIMO3","Pinus monticola","Western white pine","11730_1_7",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11730_1_7",NA,NA,NA,NA,NA
"ACCI","Acer circinatum","Vine maple","11730_1_7",NA,NA,NA,NA,NA
"VAME","Vaccinium membranaceum","Thinleaf huckleberry","11730_1_7",NA,NA,NA,NA,NA
"ARUV","Arctostaphylos uva-ursi","Kinnikinnick","11730_1_7",NA,NA,NA,NA,NA
"MANE2","Mahonia nervosa","Cascade barberry","11730_1_7",NA,NA,NA,NA,NA
"ABAM","Abies amabilis","Pacific silver fir","11740_1_7",NA,NA,NA,NA,NA
"TSHE","Tsuga heterophylla","Western hemlock","11740_1_7",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","11740_1_7",NA,NA,NA,NA,NA
"ABPR","Abies procera","Noble fir","11740_1_7",NA,NA,NA,NA,NA
"CUMA2","Cupressus macrocarpa","Monterey cypress","11770_3",NA,NA,NA,NA,NA
"CUGO","Cupressus goveniana","Gowen cypress","11770_3",NA,NA,NA,NA,NA
"CUAB","Cupressus abramsiana","Santa Cruz island cypress","11770_3",NA,NA,NA,NA,NA
"PICOC","Pinus contorta var. contorta","Lodgepole pine","11770_3",NA,NA,NA,NA,NA
"PICOB","Pinus contorta var. bolanderi","Bolander beach pine","11770_3",NA,NA,NA,NA,NA
"PITO","Pinus torreyana","Torrey pine","11770_3",NA,NA,NA,NA,NA
"PIRA2","Pinus radiata","Monterey pine","11770_3",NA,NA,NA,NA,NA
"CUMA2","Cupressus macrocarpa","Monterey cypress","11770_4",NA,NA,NA,NA,NA
"CUGO","Cupressus goveniana","Gowen cypress","11770_4",NA,NA,NA,NA,NA
"CUAB","Cupressus abramsiana","Santa cruz island cypress","11770_4",NA,NA,NA,NA,NA
"PICOC","Pinus contorta var. contorta","Lodgepole pine","11770_4",NA,NA,NA,NA,NA
"PICOB","Pinus contorta var. bolanderi","Bolander beach pine","11770_4",NA,NA,NA,NA,NA
"PITO","Pinus torreyana","Torrey pine","11770_4",NA,NA,NA,NA,NA
"PIRA2","Pinus radiata","Monterey pine","11770_4",NA,NA,NA,NA,NA
"TSHE","Tsuga heterophylla","Western hemlock","11780_1_2_7",NA,NA,NA,NA,NA
"THPL","Thuja plicata","Western red cedar","11780_1_2_7",NA,NA,NA,NA,NA
"VAAL3","Vaccinium alaskaense","Alaska blueberry","11780_1_2_7",NA,NA,NA,NA,NA
"GASH","Gaultheria shallon","Salal","11780_1_2_7",NA,NA,NA,NA,NA
"MEFE","Menziesia ferruginea","Rusty menziesia","11780_1_2_7",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","11790_31",NA,NA,NA,NA,NA
"JUSC2","Juniperus scopulorum","Rocky mountain juniper","11790_31",NA,NA,NA,NA,NA
"RHTR","Rhus trilobata","skunkbush sumac","11790_31",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11790_31",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11790_31",NA,NA,NA,NA,NA
"QUMA2","Quercus macrocarpa","Bur oak","11790_31",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","11791_29_30",NA,NA,NA,NA,NA
"PRVI","Prunus virginiana","Chokecherry","11791_29_30",NA,NA,NA,NA,NA
"QUMA2","Quercus macrocarpa","Bur oak","11791_29_30",NA,NA,NA,NA,NA
"ORAS","Oryzopsis asperifolia","Roughleaf ricegrass","11791_29_30",NA,NA,NA,NA,NA
"JUCO6","Juniperus communis","Common juniper","11791_29_30",NA,NA,NA,NA,NA
"MARE11","Mahonia repens","Creeping barberry","11791_29_30",NA,NA,NA,NA,NA
"ARUV","Arctostaphylos uva-ursi","Kinnikinnick","11791_29_30",NA,NA,NA,NA,NA
"PIPO","Pinus ponderosa","Ponderosa pine","11792_29_30",NA,NA,NA,NA,NA
"JUSC2","Juniperus scopulorum","Rocky mountain juniper","11792_29_30",NA,NA,NA,NA,NA
"RHTR","Rhus trilobata","skunkbush sumac","11792_29_30",NA,NA,NA,NA,NA
"PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","11792_29_30",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11792_29_30",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11792_29_30",NA,NA,NA,NA,NA
"SCSC","Schizachyrium scoparium","Little bluestem","11792_29_30",NA,NA,NA,NA,NA
"QUMA2","Quercus macrocarpa","Bur oak","11792_29_30",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","13010_40",NA,NA,NA,NA,NA
"BEPA","Betula papyrifera","Paper birch","13010_40",NA,NA,NA,NA,NA
"ABBA","Abies balsamea","Balsam fir","13010_40",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","13010_40",NA,NA,NA,NA,NA
"DILO","Diervilla lonicera","Northern bush honeysuckle","13010_40",NA,NA,NA,NA,NA
"ACSA3","Acer saccharum","Sugar maple","13020_40",NA,NA,NA,NA,NA
"TIAM","Tilia americana","American basswood","13020_40",NA,NA,NA,NA,NA
"BEAL2","Betula alleghaniensis","Yellow birch","13020_40",NA,NA,NA,NA,NA
"ULAM","Ulmus americana","American elm","13020_40",NA,NA,NA,NA,NA
"TSCA","Tsuga canadensis","Eastern hemlock","13020_40",NA,NA,NA,NA,NA
"PRSE2","Prunus serotina","Black cherry","13020_40",NA,NA,NA,NA,NA
"FAGR","Fagus grandifolia","American beech","13020_40",NA,NA,NA,NA,NA
"ACSA3","Acer saccharum","Sugar maple","13020_63",NA,NA,NA,NA,NA
"TIAM","Tilia americana","American basswood","13020_63",NA,NA,NA,NA,NA
"BEAL2","Betula alleghaniensis","Yellow birch","13020_63",NA,NA,NA,NA,NA
"ULAM","Ulmus americana","American elm","13020_63",NA,NA,NA,NA,NA
"TSCA","Tsuga canadensis","Eastern hemlock","13020_63",NA,NA,NA,NA,NA
"PRSE2","Prunus serotina","Black cherry","13020_63",NA,NA,NA,NA,NA
"ACSA3","Acer saccharum","Sugar maple","13020_64",NA,NA,NA,NA,NA
"TIAM","Tilia americana","American basswood","13020_64",NA,NA,NA,NA,NA
"BEAL2","Betula alleghaniensis","Yellow birch","13020_64",NA,NA,NA,NA,NA
"ULAM","Ulmus americana","American elm","13020_64",NA,NA,NA,NA,NA
"TSCA","Tsuga canadensis","Eastern hemlock","13020_64",NA,NA,NA,NA,NA
"PRSE2","Prunus serotina","Black cherry","13020_64",NA,NA,NA,NA,NA
"ACSA3","Acer saccharum","Sugar maple","13020_65_66",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","13020_65_66",NA,NA,NA,NA,NA
"BEAL2","Betula alleghaniensis","Yellow birch","13020_65_66",NA,NA,NA,NA,NA
"QURU","Quercus rubra","Red oak","13020_65_66",NA,NA,NA,NA,NA
"TSCA","Tsuga canadensis1","Eastern hemlock1","13020_65_66",NA,NA,NA,NA,NA
"PRSE2","Prunus serotina2","Black cherry2","13020_65_66",NA,NA,NA,NA,NA
"FAGR","Fagus grandifolia","American beech","13020_65_66",NA,NA,NA,NA,NA
"FRAM2","Frazinus americana3","White ash3","13020_65_66",NA,NA,NA,NA,NA
"ACSA3","Acer saccharum","Sugar maple","13022_41_50_51",NA,NA,NA,NA,NA
"TSUGA","Tsuga","Hemlock","13022_41_50_51",NA,NA,NA,NA,NA
"BEAL2","Betula alleghaniensis","Yellow birch","13022_41_50_51",NA,NA,NA,NA,NA
"PIST","Pinus strobus","Eastern white pine","13022_41_50_51",NA,NA,NA,NA,NA
"ABBA","Abies balsamea","Balsam fir","13022_41_50_51",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","13022_41_50_51",NA,NA,NA,NA,NA
"BEPA","Betula papyrifera","Paper birch","13022_41_50_51",NA,NA,NA,NA,NA
"ACSA3","Acer saccharum","Sugar maple","13023_51",NA,NA,NA,NA,NA
"TIAM","Tilia americana","American basswood","13023_51",NA,NA,NA,NA,NA
"BEAL2","Betula alleghaniensis","Yellow birch","13023_51",NA,NA,NA,NA,NA
"ULAM","Ulmus americana","American elm","13023_51",NA,NA,NA,NA,NA
"TSCA","Tsuga canadensis","Eastern hemlock","13023_51",NA,NA,NA,NA,NA
"PRSE2","Prunus serotina","Black cherry","13023_51",NA,NA,NA,NA,NA
"FAGR","Fagus grandifolia","American beech","13023_51",NA,NA,NA,NA,NA
"QUAL","Quercus alba","White oak","13030_60",NA,NA,NA,NA,NA
"QUVE","Quercus velutina","Black oak","13030_60",NA,NA,NA,NA,NA
"QUPR2","Quercus prinus","Chestnut oak","13030_60",NA,NA,NA,NA,NA
"QURU","Quercus rubra","Northern red oak","13030_60",NA,NA,NA,NA,NA
"QUCO2","Quercus coccinea","Scarlet oak","13030_60",NA,NA,NA,NA,NA
"ACRU","Acer rubrum","Red maple","13030_60",NA,NA,NA,NA,NA
"PIST","Pinus strobus","Eastern white pine","13030_60",NA,NA,NA,NA,NA
"CARYA","Carya","Hickory","13030_60",NA,NA,NA,NA,NA
